SIGUNGU_NM,YEAR,주거지역,공업지역,상업지역,문화체육휴양지역,교통지역,공공시설지역,농업지역,산림지역,초지,습지,나지,수역,TOTAL_CHECK
중랑구,2003,7117656.75,80352.45,1120592.67,44053.91,1680616.19,1259556.61,1284021.49,3440780.54,1569002.16,0.0,665363.8,261180.77,18523177.34
중랑구,2004,6795031.95,84563.79,1208074.28,33040.43,1802457.11,1283849.14,1230853.53,3454502.81,1691532.15,0.0,679755.34,259516.83,18523177.36
중랑구,2005,6472407.15,88775.13,1295555.89,22026.95,1924298.02,1308141.66,1177685.57,3468225.07,1814062.13,0.0,694146.87,257852.89,18523177.330000002
중랑구,2006,6149782.35,92986.46,1383037.5,11013.48,2046138.94,1332434.19,1124517.61,3481947.34,1936592.11,0.0,708538.41,256188.95,18523177.34
중랑구,2007,5827157.55,97197.8,1470519.11,0.0,2167979.85,1356726.71,1071349.65,3495669.61,2059122.1,0.0,722929.94,254525.01,18523177.330000002
중랑구,2008,5930023.13,103973.68,1487987.25,0.0,2241406.74,1331557.53,1041785.38,4021039.92,1321869.51,0.0,789869.68,253664.5,18523177.32
중랑구,2009,6032888.71,110749.55,1505455.39,0.0,2314833.63,1306388.35,1012221.11,4546410.23,584616.93,0.0,856809.43,252804.0,18523177.33
중랑구,2010,6012790.0,85601.38,1670041.62,70087.53,2369272.43,1112767.46,994586.9,4315967.27,856776.74,0.0,784753.11,250532.9,18523177.34
중랑구,2011,5992691.29,60453.2,1834627.84,140175.07,2423711.24,919146.57,976952.68,4085524.31,1128936.56,0.0,712696.8,248261.81,18523177.37
중랑구,2012,5972592.57,35305.02,1999214.07,210262.6,2478150.05,725525.68,959318.47,3855081.35,1401096.37,0.0,640640.48,245990.72,18523177.38
중랑구,2013,5952493.86,10156.84,2163800.3,280350.14,2532588.85,531904.78,941684.25,3624638.38,1673256.18,0.0,568584.17,243719.63,18523177.38
중랑구,2014,3447352.95,20460.49,1481614.37,174526.14,5308050.61,455933.43,452142.23,3647959.3,2142862.45,32976.81,1127390.39,231908.21,18523177.38
중랑구,2015,4156612.14,16469.5,1502008.34,185322.54,4666905.2,468711.83,467398.75,3633550.77,2040314.21,32051.99,1111492.45,242339.64,18523177.36
중랑구,2016,4865871.33,12478.51,1522402.31,196118.94,4025759.79,481490.24,482655.28,3619142.24,1937765.97,31127.17,1095594.51,252771.08,18523177.37
중랑구,2017,5575130.51,8487.52,1542796.28,206915.34,3384614.38,494268.64,497911.81,3604733.7,1835217.73,30202.35,1079696.56,263202.52,18523177.34
중랑구,2018,6284389.7,4496.53,1563190.25,217711.74,2743468.97,507047.04,513168.34,3590325.17,1732669.49,29277.53,1063798.62,273633.96,18523177.340000004
중랑구,2019,3367791.59,18019.33,1466616.38,182600.52,5388195.26,469515.7,336612.52,3493111.01,2422465.18,32976.81,1113369.67,231903.37,18523177.34
중랑구,2020,3382184.19,16704.92,1467663.64,190851.29,5338883.97,466768.12,312809.46,3492846.68,2381636.97,32976.81,1208071.23,231780.05,18523177.33
중랑구,2021,3348440.03,16543.0,1445126.35,202980.96,5441158.0,469375.71,302578.79,3506457.06,2368118.43,32976.81,1157518.83,231903.37,18523177.34
중랑구,2022,3364992.63,16270.75,1453530.72,238198.39,5562090.21,485092.04,284667.61,3373530.11,2528309.81,32976.81,951422.34,232095.93,18523177.349999994
중랑구,2023,2279197.87,7716.59,1099398.94,231946.43,7326628.96,379861.6,320079.64,3467105.53,2367360.89,29500.86,782694.51,231685.53,18523177.35
중랑구,2024,2284901.65,7794.97,1124677.2,243564.86,7291850.29,388437.28,317018.07,3464761.81,2390708.28,29500.85,748276.53,231685.55,18523177.340000004
